BlankieID,Tree,survey,blankie,Date,state,height,cardinal,Top.angle,Bottom.angle,Top.width,Bottom.width,Notes,Prosoma.length,Prosoma.width,Opisthosoma.length,Opisthosoma.width,Circumference..cm.,Scientific.Name,Common.Name,treeRadius,occupied,cardinalInRadians,SurveyName,BlankieWidth,BlankieLength,BlankieArea,surveyId
1068-01-01,1068,1,1,2018-10-02,Slightly damaged,1.68,248,NA,NA,4.8,4.75,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-5.89921287174083,2018-10,5.45171339563863,11.5784008307373,47.499970346216,2
1068-01-02,1068,1,2,2018-10-02,Good,0.78,163,NA,NA,8,7.77,,2.34,1.87,2.78,1.78,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-4.41568300754565,2018-10,6.74974039460021,19.6780893042575,98.8711074016923,2
1068-01-04,1068,1,4,2018-10-02,Good,1.26,347,NA,NA,5.42,7.88,,2.42,1.85,3.33,2.05,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.62708883121522,2018-10,8.20353063343718,20.3530633437175,115.331653311681,2
1068-01-05,1068,1,5,2018-10-02,Good,1.31,345,NA,NA,3.98,5.19,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-7.59218224617533,2018-10,6.69781931464174,10.1765316718588,51.7296782618354,2
1068-01-06,1068,1,6,2018-10-02,Slightly damaged,0.96,330,NA,NA,5.72,6.74,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-7.33038285837618,2018-10,8.3073727933541,16.9781931464174,114.687357459652,2
1068-01-07,1068,1,7,2018-10-02,Good,0.71,332,NA,NA,4.48,5.71,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-7.36528944341607,2018-10,7.26895119418484,11.3707165109034,58.4664788234241,2
1068-01-08,1068,1,8,2018-10-02,Slightly damaged,1.38,339,NA,NA,5,5.82,,2.35,2.05,2.85,1.67,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.48746249105567,2018-10,7.21703011422638,13.1879543094496,74.7706684178574,2
1068-01-09,1068,1,9,2018-10-02,Good,1.64,344,NA,NA,4.74,3.98,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.57472895365539,2018-10,6.74974039460021,8.41121495327103,43.9226456782575,2
1068-01-10,1068,1,10,2018-10-02,Good,1.14,285,NA,NA,6.17,7.89,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-6.54498469497874,2018-10,7.84008307372793,15.7840083073728,92.9753959858481,2
1068-01-12,1068,1,12,2018-10-02,Good,0.79,210,NA,NA,6.66,6.26,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-5.23598775598299,2018-10,6.07476635514019,9.13811007268951,50.999116856397,2
1068-01-13,1068,1,13,2018-10-02,Good,1.77,204,NA,NA,3.87,4.7,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-5.13126800086333,2018-10,4.82866043613707,10.9553478712357,42.3456035299864,2
1068-01-14,1068,1,14,2018-10-02,Good,1.79,187,NA,NA,7.6,7,,2.52,1.96,2.98,1.73,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-4.83456202802429,2018-10,8.8785046728972,20.5088265835929,142.429820276503,2
1106-01-01,1106,1,1,2018-10-02,Slightly damaged,1.57,197,NA,NA,NA,NA,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-5.00909495322373,2018-10,6.43821391484943,10.2803738317757,47.3058728510442,2
1106-01-02,1106,1,2,2018-10-02,Good,0.91,213,NA,NA,3.75,4.07,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-5.28834763354282,2018-10,6.49013499480789,9.65732087227414,50.8050193612251,2
1106-01-04,1106,1,4,2018-10-02,Good,1.63,157,NA,NA,5.21,5.09,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-4.31096325242599,2018-10,6.3343717549325,11.8899273104881,63.5507548775083,2
1106-01-05,1106,1,5,2018-10-02,Good,0.58,124,NA,NA,2.41,2.56,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-3.73500459926787,2018-10,4.88058151609553,6.12668743509865,21.873709386447,2
1106-01-06,1106,1,6,2018-10-02,Good,1.07,95,NA,NA,3.19,3.55,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-3.22885911618951,2018-10,5.29595015576324,7.84008307372793,33.3955523637301,2
1106-01-07,1106,1,7,2018-10-02,Good,0.37,64,NA,NA,3.35,4.05,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-2.68780704807127,2018-10,4.932502596054,9.34579439252336,37.4904703521468,2
1106-01-08,1106,1,8,2018-10-02,Good,1.81,69,NA,NA,2.07,1.71,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-2.77507351067098,2018-10,3.63447559709242,5.55555555555556,16.085829912365,2
1106-01-09,1106,1,9,2018-10-02,Damaged,1.53,356,NA,NA,NA,NA,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-7.78416846389471,2018-10,5.45171339563863,7.47663551401869,31.4464900163797,2
1106-01-10,1106,1,10,2018-10-02,Good,0.96,339,NA,NA,5.29,5.82,,2,1.6,3.02,2.14,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-7.48746249105567,2018-10,6.9055036344756,13.7071651090343,74.3662986362494,2
1106-02-01,1106,2,1,2018-10-02,Good,NA,NA,NA,NA,5.95,6,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,NA,2018-10,8.35929387331256,16.7705088265836,107.831941762125,2
1107-01-01,1107,1,1,2018-10-02,Slightly damaged,0.92,194,NA,NA,3.75,4.46,,NA,NA,NA,NA,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,FALSE,-4.9567350756639,2018-10,7.47663551401869,7.00934579439252,38.4043460585808,2
1107-01-02,1107,1,2,2018-10-02,Good,1.39,64,NA,NA,4.28,5.02,,NA,NA,NA,NA,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,TRUE,-2.68780704807127,2018-10,7.06126687435099,9.34579439252336,54.247554101981,2
1107-01-03,1107,1,3,2018-10-02,Good,0.36,199,NA,NA,5.77,5.21,,NA,NA,NA,NA,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,FALSE,-5.04400153826361,2018-10,9.91692627206646,11.8899273104881,83.4349649384441,2
1115-01-01,1115,1,1,2018-10-02,Good,1.59,180,NA,NA,4.1,4.36,,NA,NA,NA,NA,94,Corymbia maculata,Spotted Gum,0.149605646506382,FALSE,-4.71238898038469,2018-10,7.06126687435099,11.0591900311526,57.7143510296333,2
1115-01-02,1115,1,2,2018-10-02,Good,1.13,181,NA,NA,6.87,7.26,,NA,NA,NA,NA,94,Corymbia maculata,Spotted Gum,0.149605646506382,TRUE,-4.72984227290463,2018-10,9.19003115264797,12.7725856697819,89.6433889853985,2
1115-01-03,1115,1,3,2018-10-02,Slightly damaged,0.74,188,NA,NA,4.51,4.99,,NA,NA,NA,NA,94,Corymbia maculata,Spotted Gum,0.149605646506382,FALSE,-4.85201532054424,2018-10,6.02284527518172,10.539979231568,45.771963479478,2
1115-01-04,1115,1,4,2018-10-02,Slightly damaged,1.6,66,NA,NA,4.25,3.39,,NA,NA,NA,NA,94,Corymbia maculata,Spotted Gum,0.149605646506382,FALSE,-2.72271363311115,2018-10,6.23052959501558,7.00934579439252,33.9158414827323,2
1115-01-06,1115,1,6,2018-10-02,Good,0.62,31,NA,NA,3.24,3.02,,NA,NA,NA,NA,94,Corymbia maculata,Spotted Gum,0.149605646506382,FALSE,-2.11184839491314,2018-10,5.71131879543094,7.47663551401869,32.5409842252652,2
1116-01-01,1116,1,1,2018-10-02,Good,1.33,14,NA,NA,2.97,3.83,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-1.8151424220741,2018-10,6.59397715472482,9.44963655244029,50.5408311039079,2
1116-01-06,1116,1,6,2018-10-02,Good,1.46,NA,NA,NA,4.58,4.38,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,NA,2018-10,6.80166147455867,9.65732087227414,47.6563266617711,2
1116-01-07,1116,1,7,2018-10-02,Damaged,0.67,94,NA,NA,NA,NA,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-3.21140582366957,2018-10,3.53063343717549,7.73624091381101,23.7149397920353,2
1116-01-08,1116,1,8,2018-10-02,Good,0.77,96,NA,NA,2.32,1.97,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-3.24631240870945,2018-10,3.42679127725857,5.81516095534787,15.6005861744354,2
1116-01-09,1116,1,9,2018-10-02,Good,0.77,99,NA,NA,5.54,6.48,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,TRUE,-3.29867228626928,2018-10,10.0726895119418,12.8764278296989,105.249366756922,2
1116-01-12,1116,1,12,2018-10-02,Damaged,0.35,83,NA,NA,NA,NA,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-3.01941960595019,2018-10,5.14018691588785,7.68431983385254,31.0259454435074,2
1116-01-14,1116,1,14,2018-10-02,Slightly damaged,0.5,265,NA,NA,3.57,3.75,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-6.19591884457987,2018-10,4.77673935617861,9.39771547248183,33.8134011380583,2
1116-01-15,1116,1,15,2018-10-02,Good,0.34,269,NA,NA,3.7,4.73,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-6.26573201465964,2018-10,7.42471443406023,10.9553478712357,60.8900017145279,2
1116-01-16,1116,1,16,2018-10-02,Good,0.19,296,NA,NA,3.8,3.08,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-6.73697091269811,2018-10,6.80166147455867,10.3842159916926,52.9967035775403,2
1116-01-17+20,1116,1,17+20,2018-10-02,Slightly damaged,0.61,219,NA,NA,5.02,5.5,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-5.39306738866248,2018-10,8.35929387331256,16.4070612668744,102.168069021069,2
1116-01-19,1116,1,19,2018-10-02,Slightly damaged,1.76,213,NA,NA,2.99,4.04,,NA,NA,NA,NA,147,Corymbia maculata,Spotted Gum,0.233957766345086,FALSE,-5.28834763354282,2018-10,6.69781931464174,9.2938733125649,47.8746863438394,2
1118-01-02,1118,1,2,2018-10-02,Good,0.33,214,NA,NA,3.22,3.74,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.30580092606276,2018-10,6.49013499480789,12.1495327102804,60.5665058892415,2
1118-01-03,1118,1,3,2018-10-02,Good,0.32,212,NA,NA,4.27,3.99,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-5.27089434102288,2018-10,7.42471443406023,11.9418483904465,69.9020562472975,2
1118-01-04,1118,1,4,2018-10-02,Slightly damaged,0.27,212,NA,NA,NA,3.46,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.27089434102288,2018-10,6.3343717549325,7.47663551401869,29.435424302516,2
1118-01-05,1118,1,5,2018-10-02,Good,0.87,165,NA,NA,2.68,3.24,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,TRUE,-4.45058959258554,2018-10,5.39979231568017,6.74974039460021,34.5385709464086,2
1118-01-06,1118,1,6,2018-10-02,Slightly damaged,1.37,147,NA,NA,2.15,2.13,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-4.13643032722656,2018-10,4.3613707165109,5.50363447559709,18.7331040826251,2
1118-01-07,1118,1,7,2018-10-02,Slightly damaged,1.57,177,NA,NA,1.6,NA,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-4.66002910282486,2018-10,4.62097611630322,4.10176531671859,12.5085052444065,2
1118-01-09,1118,1,9,2018-10-02,Good,0.46,120,NA,NA,2.52,3.03,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-3.66519142918809,2018-10,6.80166147455867,7.26895119418484,36.3690181578207,2
1118-01-11,1118,1,11,2018-10-02,Good,0.15,111,NA,NA,2.33,1.87,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-3.5081117965086,2018-10,3.73831775700935,5.08826583592939,15.2312617739001,2
1118-01-12,1118,1,12,2018-10-02,Slightly damaged,0.74,93,NA,NA,3.09,4.36,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-3.19395253114962,2018-10,6.07476635514019,8.67082035306334,43.591062457339,2
1118-01-13,1118,1,13,2018-10-02,Good,0.41,87,NA,NA,2.85,2.95,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-3.08923277602996,2018-10,5.50363447559709,7.16510903426791,31.3305706789854,2
1118-01-14,1118,1,14,2018-10-02,Good,0.29,56,NA,NA,4.58,4.73,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-2.54818070791172,2018-10,7.8920041536864,14.3821391484943,86.5459164582814,2
1118-01-15,1118,1,15,2018-10-02,Slightly damaged,0.55,255,NA,NA,NA,NA,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-6.02138591938044,2018-10,7.26895119418484,11.8380062305296,61.0733160155235,2
1118-01-17,1118,1,17,2018-10-02,Good,1.11,232,NA,NA,4.19,4,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.61996019142174,2018-10,5.55555555555556,7.63239875389408,30.5757470866505,2
1118-01-18,1118,1,18,2018-10-02,Good,0.78,239,NA,NA,4.29,4.23,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-5.74213323906134,2018-10,8.82658359293873,10.4361370716511,79.927731032631,2
1118-01-19,1118,1,19,2018-10-02,Slightly damaged,1.82,181,NA,NA,3.48,3.62,,NA,NA,NA,NA,127,Corymbia maculata,Spotted Gum,0.202126777726707,FALSE,-4.72984227290463,2018-10,6.12668743509865,8.41121495327103,42.5855296004072,2
1119-01-04,1119,1,4,2018-10-02,Slightly damaged,1.52,32,NA,NA,5.92,6.54,,NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-2.12930168743308,2018-10,7.26895119418484,11.1630321910696,65.3326777151274,2
1119-01-05,1119,1,5,2018-10-02,Good,0.91,346,NA,NA,3.5,NA,"Bottom entrance divided in two. Left side: 2.77, right side: 4.10, total: 7.13",NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-7.60963553869528,2018-10,8.25545171339564,10.0726895119418,64.9471785233278,2
1119-01-06,1119,1,6,2018-10-02,Good,0.86,273,NA,NA,5.5,4.63,,NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-6.33554518473942,2018-10,7.47663551401869,9.44963655244029,51.1581689704961,2
1119-01-07,1119,1,7,2018-10-02,Good,1.81,270,NA,NA,6.71,8.34,,2.54,1.96,4.04,2.85,92,Corymbia maculata,Spotted Gum,0.146422547644544,TRUE,-6.28318530717959,2018-10,10.5919003115265,15.8878504672897,125.006874286287,2
1119-01-08,1119,1,8,2018-10-02,Slightly damaged,0.53,225,NA,NA,4.18,4.03,,NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-5.49778714378214,2018-10,5.29595015576324,6.02284527518172,22.9628119982445,2
1119-01-09,1119,1,9,2018-10-02,Good,1.01,202,NA,NA,4.17,4.28,,NA,NA,NA,NA,92,Corymbia maculata,Spotted Gum,0.146422547644544,FALSE,-5.09636141582344,2018-10,6.85358255451713,9.76116303219107,52.7136447304147,2
1119-01-10,1119,1,10,2018-10-02,Photo missing,NA,200,NA,NA,NA,NA,,2.59,2.08,3.65,2.13,92,Corymbia maculata,Spotted Gum,0.146422547644544,TRUE,-5.06145483078356,2018-10,NA,NA,NA,2
1130-01-07,1130,1,7,2018-10-02,Good,0.26,49,NA,NA,4.61,3.96,,NA,NA,NA,NA,93,Corymbia maculata,Spotted Gum,0.148014097075463,FALSE,-2.42600766027212,2018-10,6.17860851505711,7.58047767393562,36.336668575292,2
1130-01-08+2,1130,1,08+2,2018-10-02,Slightly damaged,0.56,36,NA,NA,NA,NA,,NA,NA,NA,NA,93,Corymbia maculata,Spotted Gum,0.148014097075463,FALSE,-2.19911485751286,2018-10,5.03634475597092,5.81516095534787,23.3051784133392,2
1131-01-02,1131,1,2,2018-10-02,Good,0.34,142,NA,NA,3.94,4.17,,NA,NA,NA,NA,143,Corymbia maculata,Spotted Gum,0.22759156862141,FALSE,-4.04916386462684,2018-10,5.76323987538941,12.6168224299065,60.5853764790499,2
1131-01-03,1131,1,3,2018-10-02,Good,0.41,113,NA,NA,4.66,3.83,,NA,NA,NA,NA,143,Corymbia maculata,Spotted Gum,0.22759156862141,FALSE,-3.54301838154849,2018-10,7.99584631360332,11.7860851505711,69.5596898322027,2
1131-01-04,1131,1,4,2018-10-02,Slightly damaged,0.37,104,NA,NA,NA,2.96,,NA,NA,NA,NA,143,Corymbia maculata,Spotted Gum,0.22759156862141,FALSE,-3.385938748869,2018-10,4.62097611630322,5.3478712357217,19.1482570584093,2
562-01-02,562,1,2,2018-10-02,Good,0.85,59,NA,NA,6.04,6.67,,NA,NA,NA,NA,210+192,Eucalyptus racemosa,Scribbly Gum,0.639802871229419,FALSE,-2.60054058547155,2018-10,13.0841121495327,14.7455867082035,158.688181295687,2
562-01-03,562,1,3,2018-10-02,Good,0.94,58,NA,NA,6.21,5.83,,NA,NA,NA,NA,210+192,Eucalyptus racemosa,Scribbly Gum,0.639802871229419,FALSE,-2.58308729295161,2018-10,8.3073727933541,12.9283489096573,98.6123107414632,2
562-01-04,562,1,4,2018-10-02,Good,1.61,48,NA,NA,6.52,7.4,,NA,NA,NA,NA,210+192,Eucalyptus racemosa,Scribbly Gum,0.639802871229419,FALSE,-2.40855436775217,2018-10,15.0051921079958,23.1568016614746,243.198769853208,2
567-01-02,567,1,2,2018-10-02,,NA,NA,NA,NA,NA,NA,,2.59,2.05,3.02,2.16,,Corymbia maculata,Spotted Gum,0,TRUE,NA,2018-10,NA,NA,NA,2
9566-01-01,9566,1,1,2018-10-02,Good,1.11,151,NA,NA,6.15,7.08,,NA,NA,NA,NA,111,NA,NA,0.176661986832004,FALSE,-4.20624349730633,2018-10,12.0976116303219,22.9491173416407,253.599160636165,2
9566-01-02,9566,1,2,2018-10-02,Good,0.8,138,NA,NA,5.14,6.07,,NA,NA,NA,NA,111,NA,NA,0.176661986832004,TRUE,-3.97935069454707,2018-10,8.56697819314642,19.5223260643821,133.929967467103,2
9566-01-03,9566,1,3,2018-10-02,Slightly damaged,1.87,128,NA,NA,4.51,7.31,,NA,NA,NA,NA,111,NA,NA,0.176661986832004,FALSE,-3.80481776934764,2018-10,10.2803738317757,15.2128764278297,126.858887886052,2
9566-01-05,9566,1,5,2018-10-02,Slightly damaged,1.35,5,NA,NA,NA,2.8,,NA,NA,NA,NA,111,NA,NA,0.176661986832004,FALSE,-1.65806278939461,2018-10,5.08826583592939,8.04776739356179,31.0879488100206,2
1065-03-01,1065,3,1,2019-01-14,Slightly damaged,1.164,174,56.84,-25.45,2.63,2.94,,NA,NA,NA,NA,81,Eucalyptus grandis,Flooded Gum,0.128915503904435,TRUE,-4.60766922526503,2019-01,3.92706872370267,8.38709677419355,24.8520267758262,3
1065-03-02,1065,3,2,2019-01-14,,0.773,172,-65.14,-11.24,2.48,2.27,,NA,NA,NA,NA,81,Eucalyptus grandis,Flooded Gum,0.128915503904435,TRUE,-4.57276264022514,2019-01,3.89901823281907,9.17251051893408,31.4078946591944,3
1065-03-03,1065,3,3,2019-01-14,,0.984,38,-39.8,14.56,2,2.4,,NA,NA,NA,NA,81,Eucalyptus grandis,Flooded Gum,0.128915503904435,TRUE,-2.23402144255274,2019-01,4.26367461430575,7.15287517531557,22.0501250076224,3
1068-03-01,1068,3,1,2019-01-14,,1.25,186,50.03,-16.96,2.33,2.36,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-4.81710873550435,2019-01,4.29172510518934,8.02244039270687,27.3431306786999,3
1068-03-02,1068,3,2,2019-01-14,,1.112,141,53.31,7.65,2.29,2.6,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-4.0317105721069,2019-01,4.17952314165498,8.35904628330996,26.3816243712736,3
1068-03-03,1068,3,3,2019-01-14,,1.276,344,-70.4,-2.58,3.31,2.63,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.57472895365539,2019-01,5.97475455820477,11.4446002805049,51.9347167116799,3
1068-03-04,1068,3,4,2019-01-14,,1.314,340,57.52,-12.63,2.42,2.54,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-7.50491578357562,2019-01,5.10518934081346,6.31136044880785,25.5798445617258,3
1068-03-05,1068,3,5,2019-01-14,,0.795,328,55.97,6.31,3.7,3.79,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,FALSE,-7.2954762733363,2019-01,8.75175315568023,11.0518934081346,66.0236953866188,3
1068-03-06,1068,3,6,2019-01-14,,0.956,333,-78.83,-1.35,4,4.39,,1.36,1.18,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.38274273593601,2019-01,7.40532959326788,12.0897615708275,65.8167590864117,3
1068-03-07,1068,3,7,2019-01-14,,1.051,333,-54,3.57,2.1,2.37,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.38274273593601,2019-01,3.64656381486676,7.26507713884993,20.0909182109845,3
1068-03-08,1068,3,8,2019-01-14,,0.685,321,66.07,-7.43,3.03,2.72,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-7.17330322569669,2019-01,4.93688639551192,8.13464235624124,26.882048275957,3
1068-03-09,1068,3,9,2019-01-14,,1.963,283,-90,-63.26,1.89,3.22,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-6.51007810993885,2019-01,5.63814866760168,5.16129032258065,23.172144642966,3
1068-03-10,1068,3,10,2019-01-14,,1.265,199,74.74,40.63,3.43,3.3,,NA,NA,NA,NA,134+96,Eucalyptus grandis,Flooded Gum,0.366056369111359,TRUE,-5.04400153826361,2019-01,6.92847124824684,8.92005610098177,48.0139426282877,3
1106-03-01,1106,3,1,2019-01-11,,0.247,148,-71,-20.93,2.01,2.08,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-4.1538836197465,2019-01,3.64656381486676,4.17952314165498,13.8411272127136,3
1106-03-02,1106,3,2,2019-01-11,,0.35,140,-49.88,-2.1,2.45,2.36,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-4.01425727958696,2019-01,5.07713884992987,6.87237026647966,28.3699438793475,3
1106-03-03,1106,3,3,2019-01-11,,0.515,148,-39.95,5.44,1.9,2.62,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-4.1538836197465,2019-01,4.4039270687237,6.03085553997195,20.8273911273111,3
1106-03-04,1106,3,4,2019-01-11,,1.01,112,-52.46,-14.29,1.21,1.43,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-3.52556508902855,2019-01,4.85273492286115,5.72230014025245,22.3443994421375,3
1106-03-05,1106,3,5,2019-01-11,,0.238,116,52.3,-4.46,2.46,1.84,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-3.59537825910832,2019-01,3.92706872370267,6.53576437587658,21.6677256087606,3
1106-03-06,1106,3,6,2019-01-11,,1.93,80,-56.62,18.32,2.95,2.65,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-2.96705972839036,2019-01,4.62833099579243,8.47124824684432,32.3214043342533,3
1106-03-07,1106,3,7,2019-01-11,,0.918,92,32.25,-10.95,1.63,2,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-3.17649923862968,2019-01,3.87096774193548,5.91865357643759,18.9366385440497,3
1106-03-08,1106,3,8,2019-01-11,,0.415,86,-69.69,11.27,2.23,2.52,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-3.07177948351002,2019-01,5.38569424964937,6.45161290322581,24.852813605865,3
1106-03-09,1106,3,9,2019-01-11,,0.755,36,21.14,-27.44,3.74,4.4,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-2.19911485751286,2019-01,6.00280504908836,10.3506311360449,45.8902883535385,3
1106-03-10,1106,3,10,2019-01-11,,1.325,1,-56.31,-1.45,3.09,3.56,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-1.58824961931484,2019-01,6.67601683029453,6.59186535764376,32.4166107689493,3
1106-03-11,1106,3,11,2019-01-11,,0.955,349,65.01,-14.59,3.05,3.21,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,TRUE,-7.66199541625511,2019-01,5.44179523141655,9.84572230014025,39.6373500351123,3
1106-03-12,1106,3,12,2019-01-11,,0.725,0,49.7,-10.37,2.2,1.85,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-1.5707963267949001,2019-01,3.33800841514727,7.32117812061711,19.0467947494832,3
1106-03-13,1106,3,13,2019-01-11,,0.499,157,58.7,-7.47,1.34,1.52,,NA,NA,NA,NA,137,Angophora costata,Smooth-barked Apple Myrtle,0.218042272035897,FALSE,-4.31096325242599,2019-01,2.97335203366059,4.15147265077139,9.99352832293079,3
1107-01-02,1107,1,2,2019-01-11,,1.405,63,51.9,-3.5,2.85,4.21,,NA,NA,NA,NA,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,TRUE,-2.67035375555132,2019-01,7.48948106591865,9.90182328190743,58.395378160352,3
1107-01-03,1107,1,3,2019-01-11,Slightly damaged,0.345,204,-60.32,4.02,6.13,5.19,,NA,NA,NA,NA,109,Angophora costata,Smooth-barked Apple Myrtle,0.173478887970166,TRUE,-5.13126800086333,2019-01,10.7433380084151,11.8373071528752,87.7512200783289,3
